"","Words","count.present","A Tale of Two Cities","Barnaby Rudge","Bleak House","David Copperfield","Dombey and Son","Great Expectations","Hard Times","Little Dorrit","Martin Chuzzlewit","Mystery of Edwin Drood","Nicholas Nickleby","Oliver Twist","Our Mutual Friend","Pickwick","The Old Curiosity Shop"
"1","abrupt",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2","active",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"3","amiable",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4","anxious",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"5","awkward",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6","bitter",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"7","bold",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"8","bright",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9","calm",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"10","capable",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"11","careful",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"12","careless",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"13","certain",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"14","cheerful",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"15","coarse",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"16","cold",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"17","confused",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"18","constant",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"19","cool",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"20","cruel",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"21","cunning",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"22","curious",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"23","deep",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"24","direct",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"25","distant",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"26","dull",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"27","eager",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"28","exact",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"29","fearful",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"30","fierce",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"31","foolish",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"32","formal",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"33","friendly",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"34","genteel",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"35","gentle",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"36","gloomy",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"37","gracious",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"38","hasty",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"39","honest",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"40","humble",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"41","ignorant",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"42","loud",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"43","modest",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"44","moral",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"45","narrow",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"46","natural",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"47","nervous",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"48","original",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"49","peaceful",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"50","pleasant",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"51","polite",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
