"","Words","count.present","A Tale of Two Cities","Barnaby Rudge","Bleak House","David Copperfield","Dombey and Son","Great Expectations","Hard Times","Little Dorrit","Martin Chuzzlewit","Mystery of Edwin Drood","Nicholas Nickleby","Oliver Twist","Our Mutual Friend","Pickwick","The Old Curiosity Shop"
"352","impulsive",2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"353","informal",2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"354","involved",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"355","irritating",2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"356","perceptive",2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"357","seductive",2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"358","self-sufficient",2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"359","soft-spoken",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"360","uneducated",2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"361","wasteful",2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"362","witty",2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"363","alcoholic",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"364","bored",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"365","boring",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"366","competitive",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"367","constructive",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"368","controversial",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"369","dedicated",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"370","exhausted",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"371","grumpy",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"372","immature",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"373","impolite",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"374","incompetent",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"375","indecisive",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"376","insecure",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"377","irresponsible",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"378","lovable",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"379","opinionated",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"380","outspoken",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"381","overrated",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"382","overworked",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"383","radical",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"384","self-assured",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"385","skilled",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"386","skillful",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"387","stuck-up",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"388","truthful",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"389","unattractive",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"390","unfaithful",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"391","unfriendly",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"392","ungraceful",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"393","well-to-do",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"394","annoyed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"395","appreciated",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"396","appreciative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"397","assertive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"398","awesome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"399","believable",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"400","bossy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"401","brave",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"402","carefree",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"403","caring",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"404","closed-minded",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"405","cocky",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"406","colorful",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"407","complaining",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"408","compulsive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"409","conservative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410","controlling",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"411","cooperative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"412","crabby",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"413","cranky",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"414","creative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"415","demanding",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"416","democratic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"417","dependable",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"418","disobedient",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"419","disorganized",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"420","down-to-earth",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"421","easygoing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"422","educated",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"423","emotional",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"424","employed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"425","ethical",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"426","frustrated",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"427","frustrating",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"428","giving",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"429","glamorous",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"430","good-humored",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"431","grouchy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"432","handicapped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"433","heartbroken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"434","hot-tempered",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"435","humiliated",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"436","idealistic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"437","insensitive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"438","intimidating",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"439","knowledgeable",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"440","laid-back",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"441","level-headed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"442","likeable",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"443","materialistic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"444","messy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"445","middle-class",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"446","naive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"447","narrow-minded",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"448","neglected",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"449","neighborly",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"450","nosy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"451","obsessive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"452","open-minded",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"453","optimistic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"454","organized",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"455","outgoing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"456","phony",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"457","pleasing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"458","possessive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"459","predictable",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"460","preoccupied",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"461","procrastinating",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"462","protective",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"463","realistic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"464","relaxed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"465","resourceful",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"466","retarded",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"467","rowdy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"468","rushed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"469","self-conscious",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"470","self-confident",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"471","self-supporting",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"472","self-centered",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"473","senile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"474","sexy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"475","short-tempered",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"476","snobbish",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"477","sophisticated",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"478","spoiled",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"479","stingy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"480","supportive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"481","temperamental",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"482","thinking",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"483","traditional",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"484","trusted",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"485","trusting",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"486","undependable",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"487","understandable",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"488","understanding",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"489","unforgettable",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"490","uninhibited",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"491","unpredictable",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"492","unreliable",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"493","unstable",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"494","unsure",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"495","upset",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"496","well-adjusted",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"497","well",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"498","well-liked",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"499","wishy-washy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
